primary_mass period case donar_state
10.964781961431852 398.1071705534973 1 2.0
10.964781961431852 501.18723362727246 1 2.0
10.964781961431852 630.9573444801937 1 2.0
10.964781961431852 794.3282347242822 1 2.0
10.964781961431852 1000.0 1 2.0
10.964781961431852 1258.9254117941675 1 2.0
10.964781961431852 1584.893192461114 1 2.0
10.964781961431852 1995.262314968881 1 2.0
10.964781961431852 2511.886431509582 1 2.0
10.964781961431852 3162.2776601683795 4 
10.964781961431852 3981.071705534973 4 
10.964781961431852 5011.872336272725 4 
10.964781961431852 6309.573444801937 4 
10.964781961431852 7943.282347242822 4 
11.220184543019636 1.0 0 1.0
11.220184543019636 1.2589254117941673 0 1.0
11.220184543019636 1.5848931924611136 0 1.0
11.220184543019636 1.99526231496888 0 1.0
11.220184543019636 2.51188643150958 0 1.0
11.220184543019636 3.1622776601683795 0 1.0
11.220184543019636 3.981071705534973 0 1.0
11.220184543019636 5.011872336272724 0 1.0
11.220184543019636 6.309573444801933 0 1.0
11.220184543019636 7.943282347242816 0 1.0
11.220184543019636 10.0 0 1.0
11.220184543019636 12.589254117941676 1 2.0
11.220184543019636 15.848931924611142 1 2.0
11.220184543019636 19.9526231496888 1 2.0
11.220184543019636 25.11886431509581 1 2.0
11.220184543019636 31.622776601683796 1 2.0
11.220184543019636 39.81071705534973 1 2.0
11.220184543019636 50.11872336272725 1 2.0
11.220184543019636 63.09573444801933 1 2.0
11.220184543019636 79.43282347242817 1 2.0
11.220184543019636 100.0 1 2.0
11.220184543019636 125.89254117941675 1 2.0
11.220184543019636 158.48931924611142 1 2.0
11.220184543019636 199.52623149688807 1 2.0
11.220184543019636 251.18864315095823 1 2.0
11.220184543019636 316.227766016838 1 2.0
11.220184543019636 398.1071705534973 1 2.0
11.220184543019636 501.18723362727246 1 2.0
11.220184543019636 630.9573444801937 1 2.0
11.220184543019636 794.3282347242822 1 2.0
11.220184543019636 1000.0 1 2.0
11.220184543019636 1258.9254117941675 1 2.0
11.220184543019636 1584.893192461114 1 2.0
11.220184543019636 1995.262314968881 1 2.0
11.220184543019636 2511.886431509582 1 2.0
11.220184543019636 3162.2776601683795 4 
11.220184543019636 3981.071705534973 4 
11.220184543019636 5011.872336272725 4 
11.220184543019636 6309.573444801937 4 
11.220184543019636 7943.282347242822 4 
11.481536214968829 1.0 0 1.0
11.481536214968829 1.2589254117941673 0 1.0
11.481536214968829 1.5848931924611136 0 1.0
11.481536214968829 1.99526231496888 0 1.0
11.481536214968829 2.51188643150958 0 1.0
11.481536214968829 3.1622776601683795 0 1.0
11.481536214968829 3.981071705534973 0 1.0
11.481536214968829 5.011872336272724 0 1.0
11.481536214968829 6.309573444801933 0 1.0
11.481536214968829 7.943282347242816 0 1.0
11.481536214968829 10.0 0 1.0
11.481536214968829 12.589254117941676 0 1.0
11.481536214968829 15.848931924611142 1 2.0
11.481536214968829 19.9526231496888 1 2.0
11.481536214968829 25.11886431509581 1 2.0
11.481536214968829 31.622776601683796 1 2.0
11.481536214968829 39.81071705534973 1 2.0
11.481536214968829 50.11872336272725 1 2.0
11.481536214968829 63.09573444801933 1 2.0
11.481536214968829 79.43282347242817 1 2.0
11.481536214968829 100.0 1 2.0
11.481536214968829 125.89254117941675 1 2.0
11.481536214968829 158.48931924611142 1 2.0
11.481536214968829 199.52623149688807 1 2.0
11.481536214968829 251.18864315095823 1 2.0
11.481536214968829 316.227766016838 1 2.0
11.481536214968829 398.1071705534973 1 2.0
11.481536214968829 501.18723362727246 1 2.0
11.481536214968829 630.9573444801937 1 2.0
11.481536214968829 794.3282347242822 1 2.0
11.481536214968829 1000.0 1 2.0
11.481536214968829 1258.9254117941675 1 2.0
11.481536214968829 1584.893192461114 1 2.0
11.481536214968829 1995.262314968881 1 2.0
11.481536214968829 2511.886431509582 1 2.0
11.481536214968829 3162.2776601683795 4 
11.481536214968829 3981.071705534973 4 
11.481536214968829 5011.872336272725 4 
11.481536214968829 6309.573444801937 4 
11.481536214968829 7943.282347242822 4 
11.748975549395295 1.0 0 1.0
11.748975549395295 1.2589254117941673 0 1.0
11.748975549395295 1.5848931924611136 0 1.0
11.748975549395295 1.99526231496888 0 1.0
11.748975549395295 2.51188643150958 0 1.0
11.748975549395295 3.1622776601683795 0 1.0
11.748975549395295 3.981071705534973 0 1.0
11.748975549395295 5.011872336272724 0 1.0
11.748975549395295 6.309573444801933 0 1.0
11.748975549395295 7.943282347242816 0 1.0
11.748975549395295 10.0 0 1.0
11.748975549395295 12.589254117941676 0 1.0
11.748975549395295 15.848931924611142 1 2.0
11.748975549395295 19.9526231496888 1 2.0
11.748975549395295 25.11886431509581 1 2.0
11.748975549395295 31.622776601683796 1 2.0
11.748975549395295 39.81071705534973 1 2.0
11.748975549395295 50.11872336272725 1 2.0
11.748975549395295 63.09573444801933 1 2.0
11.748975549395295 79.43282347242817 1 2.0
11.748975549395295 100.0 1 2.0
11.748975549395295 125.89254117941675 1 2.0
11.748975549395295 158.48931924611142 1 2.0
11.748975549395295 199.52623149688807 1 2.0
11.748975549395295 251.18864315095823 1 2.0
11.748975549395295 316.227766016838 1 2.0
11.748975549395295 398.1071705534973 1 2.0
11.748975549395295 501.18723362727246 1 2.0
11.748975549395295 630.9573444801937 1 2.0
11.748975549395295 794.3282347242822 1 2.0
11.748975549395295 1000.0 1 2.0
11.748975549395295 1258.9254117941675 1 2.0
11.748975549395295 1584.893192461114 1 2.0
11.748975549395295 1995.262314968881 1 2.0
11.748975549395295 2511.886431509582 2 4.0
11.748975549395295 3162.2776601683795 4 
11.748975549395295 3981.071705534973 4 
11.748975549395295 5011.872336272725 4 
11.748975549395295 6309.573444801937 4 
11.748975549395295 7943.282347242822 4 
12.02264434617413 1.0 0 1.0
12.02264434617413 1.2589254117941673 0 1.0
12.02264434617413 1.5848931924611136 0 1.0
12.02264434617413 1.99526231496888 0 1.0
12.02264434617413 2.51188643150958 0 1.0
12.02264434617413 3.1622776601683795 0 1.0
12.02264434617413 3.981071705534973 0 1.0
12.02264434617413 5.011872336272724 0 1.0
12.02264434617413 6.309573444801933 0 1.0
12.02264434617413 7.943282347242816 0 1.0
12.02264434617413 10.0 0 1.0
12.02264434617413 12.589254117941676 0 1.0
12.02264434617413 15.848931924611142 1 2.0
12.02264434617413 19.9526231496888 1 2.0
12.02264434617413 25.11886431509581 1 2.0
12.02264434617413 31.622776601683796 1 2.0
12.02264434617413 39.81071705534973 1 2.0
12.02264434617413 50.11872336272725 1 2.0
12.02264434617413 63.09573444801933 1 2.0
12.02264434617413 79.43282347242817 1 2.0
12.02264434617413 100.0 1 2.0
12.02264434617413 125.89254117941675 1 2.0
12.02264434617413 158.48931924611142 1 2.0
12.02264434617413 199.52623149688807 1 2.0
12.02264434617413 251.18864315095823 1 2.0
12.02264434617413 316.227766016838 1 2.0
12.02264434617413 398.1071705534973 1 2.0
12.02264434617413 501.18723362727246 1 2.0
12.02264434617413 630.9573444801937 1 2.0
12.02264434617413 794.3282347242822 1 2.0
12.02264434617413 1000.0 1 2.0
12.02264434617413 1258.9254117941675 1 2.0
12.02264434617413 1584.893192461114 1 2.0
12.02264434617413 1995.262314968881 1 2.0
12.02264434617413 2511.886431509582 1 2.0
12.02264434617413 3162.2776601683795 4 
12.02264434617413 3981.071705534973 4 
12.02264434617413 5011.872336272725 4 
12.02264434617413 6309.573444801937 4 
12.02264434617413 7943.282347242822 4 
12.302687708123818 1.0 0 1.0
12.302687708123818 1.2589254117941673 0 1.0
12.302687708123818 1.5848931924611136 0 1.0
12.302687708123818 1.99526231496888 0 1.0
12.302687708123818 2.51188643150958 0 1.0
12.302687708123818 3.1622776601683795 0 1.0
12.302687708123818 3.981071705534973 0 1.0
12.302687708123818 5.011872336272724 0 1.0
12.302687708123818 6.309573444801933 0 1.0
12.302687708123818 7.943282347242816 0 1.0
12.302687708123818 10.0 0 1.0
12.302687708123818 12.589254117941676 0 1.0
12.302687708123818 15.848931924611142 1 2.0
12.302687708123818 19.9526231496888 1 2.0
12.302687708123818 25.11886431509581 1 2.0
12.302687708123818 31.622776601683796 1 2.0
12.302687708123818 39.81071705534973 1 2.0
12.302687708123818 50.11872336272725 1 2.0
12.302687708123818 63.09573444801933 1 2.0
12.302687708123818 79.43282347242817 1 2.0
12.302687708123818 100.0 1 2.0
12.302687708123818 125.89254117941675 1 2.0
12.302687708123818 158.48931924611142 1 2.0
12.302687708123818 199.52623149688807 1 2.0
12.302687708123818 251.18864315095823 1 2.0
12.302687708123818 316.227766016838 1 2.0
12.302687708123818 398.1071705534973 1 2.0
12.302687708123818 501.18723362727246 1 2.0
12.302687708123818 630.9573444801937 1 2.0
12.302687708123818 794.3282347242822 1 2.0
12.302687708123818 1000.0 1 2.0
12.302687708123818 1258.9254117941675 1 2.0
12.302687708123818 1584.893192461114 1 2.0
12.302687708123818 1995.262314968881 1 2.0
12.302687708123818 2511.886431509582 1 2.0
12.302687708123818 3162.2776601683795 4 
12.302687708123818 3981.071705534973 4 
12.302687708123818 5011.872336272725 4 
12.302687708123818 6309.573444801937 4 
12.302687708123818 7943.282347242822 4 
12.589254117941676 1.0 0 1.0
12.589254117941676 1.2589254117941673 0 1.0
12.589254117941676 1.5848931924611136 0 1.0
12.589254117941676 1.99526231496888 0 1.0
12.589254117941676 2.51188643150958 0 1.0
12.589254117941676 3.1622776601683795 0 1.0
12.589254117941676 3.981071705534973 0 1.0
12.589254117941676 5.011872336272724 0 1.0
12.589254117941676 6.309573444801933 0 1.0
12.589254117941676 7.943282347242816 0 1.0
12.589254117941676 10.0 0 1.0
12.589254117941676 12.589254117941676 0 1.0
12.589254117941676 15.848931924611142 1 2.0
12.589254117941676 19.9526231496888 1 2.0
12.589254117941676 25.11886431509581 1 2.0
12.589254117941676 31.622776601683796 1 2.0
12.589254117941676 39.81071705534973 1 2.0
12.589254117941676 50.11872336272725 1 2.0
12.589254117941676 63.09573444801933 1 2.0
12.589254117941676 79.43282347242817 1 2.0
12.589254117941676 100.0 1 2.0
12.589254117941676 125.89254117941675 1 2.0
12.589254117941676 158.48931924611142 1 2.0
12.589254117941676 199.52623149688807 1 2.0
12.589254117941676 251.18864315095823 1 2.0
12.589254117941676 316.227766016838 1 2.0
12.589254117941676 398.1071705534973 1 2.0
12.589254117941676 501.18723362727246 1 2.0
12.589254117941676 630.9573444801937 1 2.0
12.589254117941676 794.3282347242822 1 2.0
12.589254117941676 1000.0 1 2.0
12.589254117941676 1258.9254117941675 1 2.0
12.589254117941676 1584.893192461114 1 2.0
12.589254117941676 1995.262314968881 1 2.0
12.589254117941676 2511.886431509582 1 2.0
12.589254117941676 3162.2776601683795 4 
12.589254117941676 3981.071705534973 4 
12.589254117941676 5011.872336272725 4 
12.589254117941676 6309.573444801937 4 
12.589254117941676 7943.282347242822 4 
12.882495516931344 1.0 0 1.0
12.882495516931344 1.2589254117941673 0 1.0
12.882495516931344 1.5848931924611136 0 1.0
12.882495516931344 1.99526231496888 0 1.0
12.882495516931344 2.51188643150958 0 1.0
12.882495516931344 3.1622776601683795 0 1.0
12.882495516931344 3.981071705534973 0 1.0
12.882495516931344 5.011872336272724 0 1.0
12.882495516931344 6.309573444801933 0 1.0
12.882495516931344 7.943282347242816 0 1.0
12.882495516931344 10.0 0 1.0
12.882495516931344 12.589254117941676 0 1.0
12.882495516931344 15.848931924611142 0 1.0
12.882495516931344 19.9526231496888 1 2.0
12.882495516931344 25.11886431509581 1 2.0
12.882495516931344 31.622776601683796 1 2.0
12.882495516931344 39.81071705534973 1 2.0
12.882495516931344 50.11872336272725 1 2.0
12.882495516931344 63.09573444801933 1 2.0
12.882495516931344 79.43282347242817 1 2.0
12.882495516931344 100.0 1 2.0
12.882495516931344 125.89254117941675 1 2.0
12.882495516931344 158.48931924611142 1 2.0
12.882495516931344 199.52623149688807 1 2.0
12.882495516931344 251.18864315095823 1 2.0
12.882495516931344 316.227766016838 1 2.0
12.882495516931344 398.1071705534973 1 2.0
12.882495516931344 501.18723362727246 1 2.0
12.882495516931344 630.9573444801937 1 2.0
12.882495516931344 794.3282347242822 1 2.0
12.882495516931344 1000.0 1 2.0
12.882495516931344 1258.9254117941675 1 2.0
12.882495516931344 1584.893192461114 1 2.0
12.882495516931344 1995.262314968881 1 2.0
12.882495516931344 2511.886431509582 1 2.0
12.882495516931344 3162.2776601683795 4 
12.882495516931344 3981.071705534973 4 
12.882495516931344 5011.872336272725 4 
12.882495516931344 6309.573444801937 4 
12.882495516931344 7943.282347242822 4 
13.182567385564074 1.0 0 1.0
13.182567385564074 1.2589254117941673 0 1.0
13.182567385564074 1.5848931924611136 0 1.0
13.182567385564074 1.99526231496888 0 1.0
13.182567385564074 2.51188643150958 0 1.0
13.182567385564074 3.1622776601683795 0 1.0
13.182567385564074 3.981071705534973 0 1.0
13.182567385564074 5.011872336272724 0 1.0
13.182567385564074 6.309573444801933 0 1.0
13.182567385564074 7.943282347242816 0 1.0
13.182567385564074 10.0 0 1.0
13.182567385564074 12.589254117941676 0 1.0
13.182567385564074 15.848931924611142 0 1.0
13.182567385564074 19.9526231496888 1 2.0
13.182567385564074 25.11886431509581 1 2.0
13.182567385564074 31.622776601683796 1 2.0
13.182567385564074 39.81071705534973 1 2.0
13.182567385564074 50.11872336272725 1 2.0
13.182567385564074 63.09573444801933 1 2.0
13.182567385564074 79.43282347242817 1 2.0
13.182567385564074 100.0 1 2.0
13.182567385564074 125.89254117941675 1 2.0
13.182567385564074 158.48931924611142 1 2.0
13.182567385564074 199.52623149688807 1 2.0
13.182567385564074 251.18864315095823 1 2.0
13.182567385564074 316.227766016838 1 2.0
13.182567385564074 398.1071705534973 1 2.0
13.182567385564074 501.18723362727246 1 2.0
13.182567385564074 630.9573444801937 1 2.0
13.182567385564074 794.3282347242822 1 2.0
13.182567385564074 1000.0 1 2.0
13.182567385564074 1258.9254117941675 1 2.0
13.182567385564074 1584.893192461114 1 2.0
13.182567385564074 1995.262314968881 1 2.0
13.182567385564074 2511.886431509582 1 2.0
13.182567385564074 3162.2776601683795 4 
13.182567385564074 3981.071705534973 4 
13.182567385564074 5011.872336272725 4 
13.182567385564074 6309.573444801937 4 
13.182567385564074 7943.282347242822 4 
13.48962882591654 1.0 0 1.0
13.48962882591654 1.2589254117941673 0 1.0
13.48962882591654 1.5848931924611136 0 1.0
13.48962882591654 1.99526231496888 0 1.0
13.48962882591654 2.51188643150958 0 1.0
13.48962882591654 3.1622776601683795 0 1.0
13.48962882591654 3.981071705534973 0 1.0
13.48962882591654 5.011872336272724 0 1.0
13.48962882591654 6.309573444801933 0 1.0
13.48962882591654 7.943282347242816 0 1.0
13.48962882591654 10.0 0 1.0
13.48962882591654 12.589254117941676 0 1.0
13.48962882591654 15.848931924611142 0 1.0
13.48962882591654 19.9526231496888 1 2.0
13.48962882591654 25.11886431509581 1 2.0
13.48962882591654 31.622776601683796 1 2.0
13.48962882591654 39.81071705534973 1 2.0
13.48962882591654 50.11872336272725 1 2.0
13.48962882591654 63.09573444801933 1 2.0
13.48962882591654 79.43282347242817 1 2.0
13.48962882591654 100.0 1 2.0
13.48962882591654 125.89254117941675 1 2.0
13.48962882591654 158.48931924611142 1 2.0
13.48962882591654 199.52623149688807 1 2.0
13.48962882591654 251.18864315095823 1 2.0
13.48962882591654 316.227766016838 1 2.0
13.48962882591654 398.1071705534973 1 2.0
13.48962882591654 501.18723362727246 1 2.0
13.48962882591654 630.9573444801937 1 2.0
13.48962882591654 794.3282347242822 1 2.0
13.48962882591654 1000.0 1 2.0
13.48962882591654 1258.9254117941675 1 2.0
13.48962882591654 1584.893192461114 1 2.0
13.48962882591654 1995.262314968881 1 2.0
13.48962882591654 2511.886431509582 1 2.0
13.48962882591654 3162.2776601683795 4 
13.48962882591654 3981.071705534973 4 
13.48962882591654 5011.872336272725 4 
13.48962882591654 6309.573444801937 4 
13.48962882591654 7943.282347242822 4 
13.803842646028851 1.0 0 1.0
13.803842646028851 1.2589254117941673 0 1.0
13.803842646028851 1.5848931924611136 0 1.0
13.803842646028851 1.99526231496888 0 1.0
13.803842646028851 2.51188643150958 0 1.0
13.803842646028851 3.1622776601683795 0 1.0
13.803842646028851 3.981071705534973 0 1.0
13.803842646028851 5.011872336272724 0 1.0
13.803842646028851 6.309573444801933 0 1.0
13.803842646028851 7.943282347242816 0 1.0
13.803842646028851 10.0 0 1.0
13.803842646028851 12.589254117941676 0 1.0
13.803842646028851 15.848931924611142 0 1.0
13.803842646028851 19.9526231496888 1 2.0
13.803842646028851 25.11886431509581 1 2.0
13.803842646028851 31.622776601683796 1 2.0
13.803842646028851 39.81071705534973 1 2.0
13.803842646028851 50.11872336272725 1 2.0
13.803842646028851 63.09573444801933 1 2.0
13.803842646028851 79.43282347242817 1 2.0
13.803842646028851 100.0 1 2.0
13.803842646028851 125.89254117941675 1 2.0
13.803842646028851 158.48931924611142 1 2.0
13.803842646028851 199.52623149688807 1 2.0
13.803842646028851 251.18864315095823 1 2.0
13.803842646028851 316.227766016838 1 2.0
13.803842646028851 398.1071705534973 1 2.0
13.803842646028851 501.18723362727246 1 2.0
13.803842646028851 630.9573444801937 1 2.0
13.803842646028851 794.3282347242822 1 2.0
13.803842646028851 1000.0 1 2.0
13.803842646028851 1258.9254117941675 1 2.0
13.803842646028851 1584.893192461114 1 2.0
13.803842646028851 1995.262314968881 1 2.0
13.803842646028851 2511.886431509582 1 2.0
13.803842646028851 3162.2776601683795 4 
13.803842646028851 3981.071705534973 4 
13.803842646028851 5011.872336272725 4 
13.803842646028851 6309.573444801937 4 
13.803842646028851 7943.282347242822 4 
14.125375446227547 1.0 0 1.0
14.125375446227547 1.2589254117941673 0 1.0
14.125375446227547 1.5848931924611136 0 1.0
14.125375446227547 1.99526231496888 0 1.0
14.125375446227547 2.51188643150958 0 1.0
14.125375446227547 3.1622776601683795 0 1.0
14.125375446227547 3.981071705534973 0 1.0
14.125375446227547 5.011872336272724 0 1.0
14.125375446227547 6.309573444801933 0 1.0
14.125375446227547 7.943282347242816 0 1.0
14.125375446227547 10.0 0 1.0
14.125375446227547 12.589254117941676 0 1.0
14.125375446227547 15.848931924611142 0 1.0
14.125375446227547 19.9526231496888 1 2.0
14.125375446227547 25.11886431509581 1 2.0
14.125375446227547 31.622776601683796 1 2.0
14.125375446227547 39.81071705534973 1 2.0
14.125375446227547 50.11872336272725 1 2.0
14.125375446227547 63.09573444801933 1 2.0
14.125375446227547 79.43282347242817 1 2.0
14.125375446227547 100.0 1 2.0
14.125375446227547 125.89254117941675 1 2.0
14.125375446227547 158.48931924611142 1 2.0
14.125375446227547 199.52623149688807 1 2.0
14.125375446227547 251.18864315095823 1 2.0
14.125375446227547 316.227766016838 1 2.0
14.125375446227547 398.1071705534973 1 2.0
14.125375446227547 501.18723362727246 1 2.0
14.125375446227547 630.9573444801937 1 2.0
14.125375446227547 794.3282347242822 1 2.0
14.125375446227547 1000.0 1 2.0
14.125375446227547 1258.9254117941675 1 2.0
14.125375446227547 1584.893192461114 1 2.0
14.125375446227547 1995.262314968881 1 2.0
14.125375446227547 2511.886431509582 1 2.0
14.125375446227547 3162.2776601683795 4 
14.125375446227547 3981.071705534973 4 
14.125375446227547 5011.872336272725 4 
14.125375446227547 6309.573444801937 4 
14.125375446227547 7943.282347242822 4 
14.45439770745928 1.0 0 1.0
14.45439770745928 1.2589254117941673 0 1.0
14.45439770745928 1.5848931924611136 0 1.0
14.45439770745928 1.99526231496888 0 1.0
14.45439770745928 2.51188643150958 0 1.0
14.45439770745928 3.1622776601683795 0 1.0
14.45439770745928 3.981071705534973 0 1.0
14.45439770745928 5.011872336272724 0 1.0
14.45439770745928 6.309573444801933 0 1.0
14.45439770745928 7.943282347242816 0 1.0
14.45439770745928 10.0 0 1.0
14.45439770745928 12.589254117941676 0 1.0
14.45439770745928 15.848931924611142 0 1.0
14.45439770745928 19.9526231496888 0 1.0
14.45439770745928 25.11886431509581 1 2.0
14.45439770745928 31.622776601683796 1 2.0
14.45439770745928 39.81071705534973 1 2.0
14.45439770745928 50.11872336272725 1 2.0
14.45439770745928 63.09573444801933 1 2.0
14.45439770745928 79.43282347242817 1 2.0
14.45439770745928 100.0 1 2.0
